Date,Open,High,Low,Close,Adj Close,Volume
2022-08-08,296.250000,299.899994,296.049988,296.799988,295.564209,302425
2022-08-09,294.899994,296.000000,292.549988,294.750000,293.522766,385378
2022-08-10,296.200012,299.500000,294.700012,299.250000,298.004028,402414
2022-08-11,300.000000,300.899994,297.299988,297.299988,296.062134,511996
2022-08-12,298.100006,301.799988,296.549988,301.649994,300.394012,532702
