Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,25.660000,26.299999,25.650000,26.299999,26.299999,1549560
2022-09-13,26.299999,26.600000,25.969999,26.059999,26.059999,1119474
2022-09-14,26.010000,26.080000,25.190001,25.280001,25.280001,1173452
2022-09-15,25.330000,25.740000,25.320000,25.500000,25.500000,1047448
2022-09-16,25.350000,25.469999,25.240000,25.260000,25.260000,1721305
