Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,110.440002,111.760002,109.239998,111.339996,111.339996,1937
2022-09-13,111.860001,111.860001,106.900002,107.459999,107.459999,1238
2022-09-14,106.419998,106.820000,105.320000,106.699997,106.699997,951
2022-09-15,107.480003,107.959999,105.839996,105.839996,105.839996,1656
2022-09-16,104.879997,104.900002,103.839996,104.040001,104.040001,891
