Date,Open,High,Low,Close,Adj Close,Volume
2022-08-08,24.799999,24.850000,24.230000,24.520000,24.520000,1539323
2022-08-09,24.540001,24.780001,24.219999,24.469999,24.469999,1290507
2022-08-10,24.510000,24.940001,24.450001,24.670000,24.670000,1839111
2022-08-11,24.840000,24.889999,24.420000,24.690001,24.690001,1067840
2022-08-12,25.000000,25.170000,24.520000,24.570000,24.570000,1545766
