Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,149.979996,149.979996,149.979996,149.979996,149.979996,0
2022-08-02,148.660004,148.660004,148.660004,148.660004,148.660004,0
2022-08-03,149.220001,149.220001,149.220001,149.220001,149.220001,0
2022-08-04,152.479996,152.479996,152.479996,152.479996,152.479996,0
2022-08-05,153.399994,153.399994,153.399994,153.399994,153.399994,0
