Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,66.309998,66.769997,65.599998,66.720001,66.439552,376
2022-09-13,66.550003,66.550003,66.519997,66.519997,66.240387,0
2022-09-14,65.889999,66.650002,65.279999,65.279999,65.005600,70
2022-09-15,65.610001,65.610001,63.360001,63.450001,63.183296,0
2022-09-16,63.439999,63.889999,63.250000,63.889999,63.621445,308
