Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,157.559998,162.000000,157.039993,161.440002,161.440002,3519
2022-09-13,161.699997,162.380005,159.740005,160.179993,160.179993,5295
2022-09-14,159.220001,163.380005,159.000000,162.679993,162.679993,1954
2022-09-15,165.679993,165.679993,159.740005,160.820007,160.820007,2588
2022-09-16,161.380005,161.559998,157.500000,157.679993,157.679993,7543
