Date,Open,High,Low,Close,Adj Close,Volume
2022-08-15,143.479996,145.940002,142.919998,144.860001,144.860001,3698
2022-08-16,146.580002,147.880005,145.860001,147.619995,147.619995,3083
2022-08-17,147.899994,147.899994,146.520004,147.059998,147.059998,2961
2022-08-18,147.460007,147.500000,146.119995,147.259995,147.259995,2024
2022-08-19,148.979996,149.279999,147.000000,148.960007,148.960007,4741
