Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,136.580002,138.279999,135.240005,138.279999,138.279999,11663
2022-08-02,138.839996,140.360001,138.800003,139.320007,139.320007,2927
2022-08-03,140.199997,141.440002,139.039993,141.440002,141.440002,2821
2022-08-04,142.320007,143.559998,141.320007,141.779999,141.779999,2446
2022-08-05,141.800003,142.339996,140.300003,141.619995,141.619995,842
