Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,74.879997,75.959999,74.879997,75.959999,75.959999,0
2022-09-13,77.300003,77.300003,75.970001,75.989998,75.989998,302
2022-09-14,76.910004,77.389999,72.489998,72.489998,72.489998,100
2022-09-15,72.720001,72.720001,70.910004,70.910004,70.910004,0
2022-09-16,69.580002,69.580002,68.870003,68.870003,68.870003,0
