Date,Open,High,Low,Close,Adj Close,Volume
2022-08-08,255.449997,255.449997,250.949997,251.500000,250.135193,3245
2022-08-09,251.300003,253.600006,249.600006,252.850006,251.477875,1705
2022-08-10,254.949997,256.149994,252.100006,253.149994,251.776245,2534
2022-08-11,254.000000,254.000000,252.050003,252.850006,251.477875,1044
2022-08-12,250.399994,255.350006,250.399994,255.250000,253.864853,1089
